payment_id,customer_id,staff_id,rental_id,amount,payment_date.1,payment_timestamp,last_update,payment_month,amount_category,payment_year
3897,144,1,7830,0.99,28-07-2005,08:43:49,15-02-2006 22:13,Jul-2005,Low,2005
3898,144,1,7858,3.99,28-07-2005,09:50:18,15-02-2006 22:13,Jul-2005,Low,2005
3899,144,2,8459,5.99,29-07-2005,08:05:40,15-02-2006 22:13,Jul-2005,High,2005
3900,144,1,8983,0.99,30-07-2005,04:31:08,15-02-2006 22:13,Jul-2005,Low,2005
3901,144,1,9034,7.99,30-07-2005,06:10:58,15-02-2006 22:13,Jul-2005,High,2005
3902,144,1,9098,3.99,30-07-2005,08:44:21,15-02-2006 22:13,Jul-2005,Low,2005
3903,144,2,9174,4.99,30-07-2005,11:42:10,15-02-2006 22:13,Jul-2005,Low,2005
3904,144,2,9714,0.99,31-07-2005,08:15:32,15-02-2006 22:13,Jul-2005,Low,2005
3905,144,1,10302,0.99,01-08-2005,04:12:08,15-02-2006 22:13,Aug-2005,Low,2005
3906,144,1,10593,4.99,01-08-2005,14:13:19,15-02-2006 22:13,Aug-2005,Low,2005
3907,144,1,10740,5.99,01-08-2005,19:50:32,15-02-2006 22:13,Aug-2005,High,2005
3908,144,1,10951,4.99,02-08-2005,03:26:35,15-02-2006 22:13,Aug-2005,Low,2005
3909,144,1,11228,2.99,02-08-2005,12:55:23,15-02-2006 22:13,Aug-2005,Low,2005
3910,144,2,11476,6.99,02-08-2005,22:03:47,15-02-2006 22:13,Aug-2005,High,2005
3911,144,1,11534,7.99,17-08-2005,00:35:27,15-02-2006 22:13,Aug-2005,High,2005
3912,144,1,11859,4.99,17-08-2005,13:51:20,15-02-2006 22:13,Aug-2005,Low,2005
3913,144,2,12087,2.99,17-08-2005,22:20:12,15-02-2006 22:13,Aug-2005,Low,2005
3914,144,2,12733,2.99,18-08-2005,21:59:00,15-02-2006 22:13,Aug-2005,Low,2005
3915,144,1,12858,3.99,19-08-2005,02:22:16,15-02-2006 22:13,Aug-2005,Low,2005
3916,144,2,12980,6.99,19-08-2005,07:03:14,15-02-2006 22:13,Aug-2005,High,2005
3917,144,2,13881,2.99,20-08-2005,15:18:55,15-02-2006 22:13,Aug-2005,Low,2005
3918,144,2,14159,2.99,21-08-2005,02:45:58,15-02-2006 22:13,Aug-2005,Low,2005
3919,144,1,15017,1.99,22-08-2005,08:47:44,15-02-2006 22:13,Aug-2005,Low,2005
3920,144,1,15753,7.99,23-08-2005,12:43:30,15-02-2006 22:13,Aug-2005,High,2005
3921,145,1,500,0.99,28-05-2005,01:05:25,15-02-2006 22:13,May-2005,Low,2005
3922,145,2,2271,4.99,18-06-2005,06:29:52,15-02-2006 22:13,Jun-2005,Low,2005
3923,145,2,2614,0.99,19-06-2005,07:28:11,15-02-2006 22:13,Jun-2005,Low,2005
3924,145,1,3647,5.99,06-07-2005,07:29:17,15-02-2006 22:13,Jul-2005,High,2005
3925,145,2,4201,8.99,07-07-2005,11:19:51,15-02-2006 22:13,Jul-2005,High,2005
3926,145,1,4364,4.99,07-07-2005,19:46:51,15-02-2006 22:13,Jul-2005,Low,2005
3927,145,2,4405,6.99,07-07-2005,21:33:16,15-02-2006 22:13,Jul-2005,High,2005
3928,145,1,4470,2.99,08-07-2005,00:20:57,15-02-2006 22:13,Jul-2005,Low,2005
3929,145,2,4817,2.99,08-07-2005,17:17:31,15-02-2006 22:13,Jul-2005,Low,2005
3930,145,2,6056,2.99,11-07-2005,04:01:27,15-02-2006 22:13,Jul-2005,Low,2005
3931,145,1,6339,1.99,11-07-2005,19:45:32,15-02-2006 22:13,Jul-2005,Low,2005
3932,145,2,6378,0.99,11-07-2005,21:45:23,15-02-2006 22:13,Jul-2005,Low,2005
3933,145,2,7061,2.99,27-07-2005,03:51:10,15-02-2006 22:13,Jul-2005,Low,2005
3934,145,1,7529,7.99,27-07-2005,21:18:08,15-02-2006 22:13,Jul-2005,High,2005
3935,145,2,7954,0.99,28-07-2005,13:25:05,15-02-2006 22:13,Jul-2005,Low,2005
3936,145,1,8380,0.99,29-07-2005,05:31:29,15-02-2006 22:13,Jul-2005,Low,2005
3937,145,1,9156,2.99,30-07-2005,11:04:55,15-02-2006 22:13,Jul-2005,Low,2005
3938,145,2,9576,0.99,31-07-2005,02:52:59,15-02-2006 22:13,Jul-2005,Low,2005
3939,145,2,10799,4.99,01-08-2005,22:03:31,15-02-2006 22:13,Aug-2005,Low,2005
3940,145,2,11904,5.99,17-08-2005,15:39:26,15-02-2006 22:13,Aug-2005,High,2005
3941,145,2,11954,2.99,17-08-2005,17:18:36,15-02-2006 22:13,Aug-2005,Low,2005
3942,145,1,12637,2.99,18-08-2005,18:06:53,15-02-2006 22:13,Aug-2005,Low,2005
3943,145,2,12785,2.99,19-08-2005,00:05:49,15-02-2006 22:13,Aug-2005,Low,2005
3944,145,2,13012,7.99,19-08-2005,07:54:59,15-02-2006 22:13,Aug-2005,High,2005
3945,145,1,13164,3.99,19-08-2005,13:30:55,15-02-2006 22:13,Aug-2005,Low,2005
3946,145,2,13272,0.99,19-08-2005,17:49:13,15-02-2006 22:13,Aug-2005,Low,2005
3947,145,2,14044,5.99,20-08-2005,21:48:38,15-02-2006 22:13,Aug-2005,High,2005
3948,145,2,14389,6.99,21-08-2005,10:15:20,15-02-2006 22:13,Aug-2005,High,2005
3949,146,2,762,7.99,29-05-2005,11:15:51,15-02-2006 22:13,May-2005,High,2005
3950,146,1,1073,4.99,31-05-2005,09:55:04,15-02-2006 22:13,May-2005,Low,2005
3951,146,2,1209,7.99,15-06-2005,02:31:12,15-02-2006 22:13,Jun-2005,High,2005
3952,146,2,1724,1.99,16-06-2005,15:15:43,15-02-2006 22:13,Jun-2005,Low,2005
3953,146,2,2099,2.99,17-06-2005,18:47:26,15-02-2006 22:13,Jun-2005,Low,2005
3954,146,1,2242,3.99,18-06-2005,04:32:28,15-02-2006 22:13,Jun-2005,Low,2005
3955,146,1,2342,2.99,18-06-2005,11:42:40,15-02-2006 22:13,Jun-2005,Low,2005
3956,146,1,2800,0.99,19-06-2005,19:15:56,15-02-2006 22:13,Jun-2005,Low,2005
3957,146,1,3131,4.99,20-06-2005,19:08:00,15-02-2006 22:13,Jun-2005,Low,2005
3958,146,1,4849,6.99,08-07-2005,18:34:34,15-02-2006 22:13,Jul-2005,High,2005
3959,146,2,5000,4.99,09-07-2005,01:16:13,15-02-2006 22:13,Jul-2005,Low,2005
3960,146,1,6102,7.99,11-07-2005,06:53:09,15-02-2006 22:13,Jul-2005,High,2005
3961,146,2,6184,6.99,11-07-2005,11:19:21,15-02-2006 22:13,Jul-2005,High,2005
3962,146,1,6327,4.99,11-07-2005,19:07:29,15-02-2006 22:13,Jul-2005,Low,2005
3963,146,1,6990,0.99,27-07-2005,01:02:46,15-02-2006 22:13,Jul-2005,Low,2005
3964,146,2,8246,3.99,29-07-2005,00:38:41,15-02-2006 22:13,Jul-2005,Low,2005
3965,146,2,11173,7.99,02-08-2005,10:28:00,15-02-2006 22:13,Aug-2005,High,2005
3966,146,1,11221,2.99,02-08-2005,12:32:12,15-02-2006 22:13,Aug-2005,Low,2005
3967,146,2,11370,0.99,02-08-2005,18:06:01,15-02-2006 22:13,Aug-2005,Low,2005
3968,146,2,11392,5.99,02-08-2005,18:41:11,15-02-2006 22:13,Aug-2005,High,2005
3969,146,1,11573,4.99,17-08-2005,01:38:18,15-02-2006 22:13,Aug-2005,Low,2005
3970,146,1,11857,4.99,17-08-2005,13:48:30,15-02-2006 22:13,Aug-2005,Low,2005
3971,146,1,12129,7.99,17-08-2005,23:31:25,15-02-2006 22:13,Aug-2005,High,2005
3972,146,1,12385,2.99,18-08-2005,08:39:33,15-02-2006 22:13,Aug-2005,Low,2005
3973,146,1,12888,4.99,19-08-2005,03:41:09,15-02-2006 22:13,Aug-2005,Low,2005
3974,146,1,13606,4.99,20-08-2005,06:07:01,15-02-2006 22:13,Aug-2005,Low,2005
3975,146,2,13829,4.99,20-08-2005,13:50:17,15-02-2006 22:13,Aug-2005,Low,2005
3976,146,2,14143,2.99,21-08-2005,02:10:32,15-02-2006 22:13,Aug-2005,Low,2005
3977,146,1,15842,6.99,23-08-2005,15:36:05,15-02-2006 22:13,Aug-2005,High,2005
3978,147,1,362,0.99,27-05-2005,07:10:25,15-02-2006 22:13,May-2005,Low,2005
3979,147,1,509,0.99,28-05-2005,02:51:12,15-02-2006 22:13,May-2005,Low,2005
3980,147,1,2171,0.99,18-06-2005,00:06:04,15-02-2006 22:13,Jun-2005,Low,2005
3981,147,1,2456,6.99,18-06-2005,19:36:50,15-02-2006 22:13,Jun-2005,High,2005
3982,147,2,2859,2.99,19-06-2005,23:18:42,15-02-2006 22:13,Jun-2005,Low,2005
3983,147,2,3011,5.99,20-06-2005,10:39:10,15-02-2006 22:13,Jun-2005,High,2005
3984,147,2,3919,7.99,06-07-2005,20:26:21,15-02-2006 22:13,Jul-2005,High,2005
3985,147,2,3956,2.99,06-07-2005,22:01:51,15-02-2006 22:13,Jul-2005,Low,2005
3986,147,2,4792,0.99,08-07-2005,16:29:38,15-02-2006 22:13,Jul-2005,Low,2005
3987,147,2,5044,0.99,09-07-2005,03:30:25,15-02-2006 22:13,Jul-2005,Low,2005
3988,147,1,5567,2.99,10-07-2005,03:36:46,15-02-2006 22:13,Jul-2005,Low,2005
3989,147,1,5844,0.99,10-07-2005,17:14:43,15-02-2006 22:13,Jul-2005,Low,2005
3990,147,2,6343,0.99,11-07-2005,19:51:35,15-02-2006 22:13,Jul-2005,Low,2005
3991,147,2,6469,4.99,12-07-2005,01:29:27,15-02-2006 22:13,Jul-2005,Low,2005
3992,147,2,6753,2.99,12-07-2005,14:55:42,15-02-2006 22:13,Jul-2005,Low,2005
3993,147,2,7044,0.99,27-07-2005,03:27:29,15-02-2006 22:13,Jul-2005,Low,2005
3994,147,1,7723,0.99,28-07-2005,04:45:37,15-02-2006 22:13,Jul-2005,Low,2005
3995,147,1,8893,2.99,30-07-2005,00:48:19,15-02-2006 22:13,Jul-2005,Low,2005
3996,147,2,9772,0.99,31-07-2005,09:56:07,15-02-2006 22:13,Jul-2005,Low,2005
3997,147,1,10706,7.99,01-08-2005,18:41:28,15-02-2006 22:13,Aug-2005,High,2005
3998,147,2,10752,8.99,01-08-2005,20:08:49,15-02-2006 22:13,Aug-2005,High,2005
3999,147,1,12284,4.99,18-08-2005,04:55:49,15-02-2006 22:13,Aug-2005,Low,2005
4000,147,1,12757,4.99,18-08-2005,22:57:45,15-02-2006 22:13,Aug-2005,Low,2005
4001,147,2,13542,4.99,20-08-2005,03:41:57,15-02-2006 22:13,Aug-2005,Low,2005
4002,147,2,13670,3.99,20-08-2005,08:27:01,15-02-2006 22:13,Aug-2005,Low,2005
4003,147,2,14021,4.99,20-08-2005,21:02:12,15-02-2006 22:13,Aug-2005,Low,2005
4004,147,1,14156,0.99,21-08-2005,02:35:16,15-02-2006 22:13,Aug-2005,Low,2005
4005,147,2,14641,0.99,21-08-2005,19:05:23,15-02-2006 22:13,Aug-2005,Low,2005
4006,147,2,14960,4.99,22-08-2005,06:31:36,15-02-2006 22:13,Aug-2005,Low,2005
4007,147,1,15052,2.99,22-08-2005,10:09:19,15-02-2006 22:13,Aug-2005,Low,2005
4008,147,2,15331,4.99,22-08-2005,20:37:57,15-02-2006 22:13,Aug-2005,Low,2005
4009,147,2,15513,4.99,23-08-2005,03:01:56,15-02-2006 22:13,Aug-2005,Low,2005
4010,147,1,15730,8.99,23-08-2005,11:32:35,15-02-2006 22:13,Aug-2005,High,2005
4011,147,2,16004,6.99,23-08-2005,20:53:20,15-02-2006 22:13,Aug-2005,High,2005
4012,148,1,682,4.99,28-05-2005,23:53:18,15-02-2006 22:13,May-2005,Low,2005
4013,148,1,1501,1.99,15-06-2005,22:02:35,15-02-2006 22:13,Jun-2005,Low,2005
4014,148,2,1517,6.99,15-06-2005,23:20:26,15-02-2006 22:13,Jun-2005,High,2005
4015,148,2,2751,3.99,19-06-2005,16:39:23,15-02-2006 22:13,Jun-2005,Low,2005
4016,148,2,2843,3.99,19-06-2005,22:36:39,15-02-2006 22:13,Jun-2005,Low,2005
4017,148,2,2847,5.99,19-06-2005,22:54:01,15-02-2006 22:13,Jun-2005,High,2005
4018,148,1,3653,0.99,06-07-2005,07:45:13,15-02-2006 22:13,Jul-2005,Low,2005
4019,148,1,4080,0.99,07-07-2005,05:09:54,15-02-2006 22:13,Jul-2005,Low,2005
4020,148,1,4746,2.99,08-07-2005,13:47:55,15-02-2006 22:13,Jul-2005,Low,2005
4021,148,1,4950,2.99,08-07-2005,22:58:07,15-02-2006 22:13,Jul-2005,Low,2005
4022,148,1,5034,4.99,09-07-2005,02:48:15,15-02-2006 22:13,Jul-2005,Low,2005
4023,148,1,5372,4.99,09-07-2005,18:48:39,15-02-2006 22:13,Jul-2005,Low,2005
4024,148,1,6169,1.99,11-07-2005,10:25:56,15-02-2006 22:13,Jul-2005,Low,2005
4025,148,1,6640,8.99,12-07-2005,10:27:19,15-02-2006 22:13,Jul-2005,High,2005
4026,148,2,6793,10.99,12-07-2005,16:37:55,15-02-2006 22:13,Jul-2005,High,2005
4027,148,1,7656,0.99,28-07-2005,02:07:19,15-02-2006 22:13,Jul-2005,Low,2005
4028,148,2,7693,4.99,28-07-2005,03:31:22,15-02-2006 22:13,Jul-2005,Low,2005
4029,148,1,7865,9.99,28-07-2005,10:07:04,15-02-2006 22:13,Jul-2005,High,2005
4030,148,2,8111,4.99,28-07-2005,19:10:03,15-02-2006 22:13,Jul-2005,Low,2005
4031,148,2,8331,3.99,29-07-2005,04:13:29,15-02-2006 22:13,Jul-2005,Low,2005
4032,148,1,8394,4.99,29-07-2005,06:02:14,15-02-2006 22:13,Jul-2005,Low,2005
4033,148,2,8578,4.99,29-07-2005,11:58:14,15-02-2006 22:13,Jul-2005,Low,2005
4034,148,2,8626,4.99,29-07-2005,14:03:20,15-02-2006 22:13,Jul-2005,Low,2005
4035,148,1,9023,5.99,30-07-2005,05:36:40,15-02-2006 22:13,Jul-2005,High,2005
4036,148,1,9106,2.99,30-07-2005,08:52:34,15-02-2006 22:13,Jul-2005,Low,2005
4037,148,1,9530,1.99,31-07-2005,01:09:06,15-02-2006 22:13,Jul-2005,Low,2005
4038,148,1,9594,4.99,31-07-2005,03:23:52,15-02-2006 22:13,Jul-2005,Low,2005
4039,148,2,10067,4.99,31-07-2005,19:37:58,15-02-2006 22:13,Jul-2005,Low,2005
4040,148,2,10830,6.99,01-08-2005,23:18:06,15-02-2006 22:13,Aug-2005,High,2005
4041,148,1,11357,10.99,02-08-2005,17:42:49,15-02-2006 22:13,Aug-2005,High,2005
4042,148,1,12029,2.99,17-08-2005,20:07:01,15-02-2006 22:13,Aug-2005,Low,2005
4043,148,2,12038,0.99,17-08-2005,20:28:26,15-02-2006 22:13,Aug-2005,Low,2005
4044,148,2,12512,3.99,18-08-2005,13:28:27,15-02-2006 22:13,Aug-2005,Low,2005
4045,148,1,12944,6.99,19-08-2005,05:48:12,15-02-2006 22:13,Aug-2005,High,2005
4046,148,1,12983,6.99,19-08-2005,07:06:51,15-02-2006 22:13,Aug-2005,High,2005
4047,148,1,14055,0.99,20-08-2005,22:18:00,15-02-2006 22:13,Aug-2005,Low,2005
4048,148,1,14155,4.99,21-08-2005,02:31:35,15-02-2006 22:13,Aug-2005,Low,2005
4049,148,2,14184,6.99,21-08-2005,03:24:50,15-02-2006 22:13,Aug-2005,High,2005
4050,148,2,14629,2.99,21-08-2005,18:39:52,15-02-2006 22:13,Aug-2005,Low,2005
4051,148,2,14713,0.99,21-08-2005,21:27:24,15-02-2006 22:13,Aug-2005,Low,2005
4052,148,2,14879,5.99,22-08-2005,03:42:12,15-02-2006 22:13,Aug-2005,High,2005
4053,148,2,14965,2.99,22-08-2005,06:45:53,15-02-2006 22:13,Aug-2005,Low,2005
4054,148,2,15237,4.99,22-08-2005,17:44:30,15-02-2006 22:13,Aug-2005,Low,2005
4055,148,2,15379,8.99,22-08-2005,22:26:13,15-02-2006 22:13,Aug-2005,High,2005
4056,148,1,15541,3.99,23-08-2005,04:13:53,15-02-2006 22:13,Aug-2005,Low,2005
4057,148,2,15586,3.99,23-08-2005,05:57:04,15-02-2006 22:13,Aug-2005,Low,2005
4058,149,1,764,4.99,29-05-2005,11:37:35,15-02-2006 22:13,May-2005,Low,2005
4059,149,2,1521,2.99,15-06-2005,23:58:53,15-02-2006 22:13,Jun-2005,Low,2005
4060,149,1,1800,2.99,16-06-2005,20:18:46,15-02-2006 22:13,Jun-2005,Low,2005
4061,149,2,1996,6.99,17-06-2005,11:17:45,15-02-2006 22:13,Jun-2005,High,2005
4062,149,2,2194,4.99,18-06-2005,01:41:37,15-02-2006 22:13,Jun-2005,Low,2005
4063,149,1,2305,5.99,18-06-2005,08:31:18,15-02-2006 22:13,Jun-2005,High,2005
4064,149,2,2383,7.99,18-06-2005,15:17:59,15-02-2006 22:13,Jun-2005,High,2005
4065,149,1,2752,0.99,19-06-2005,16:44:18,15-02-2006 22:13,Jun-2005,Low,2005
4066,149,1,3894,2.99,06-07-2005,19:01:39,15-02-2006 22:13,Jul-2005,Low,2005
4067,149,1,3939,6.99,06-07-2005,21:16:32,15-02-2006 22:13,Jul-2005,High,2005
4068,149,1,4766,3.99,08-07-2005,15:16:04,15-02-2006 22:13,Jul-2005,Low,2005
4069,149,1,4837,0.99,08-07-2005,18:09:12,15-02-2006 22:13,Jul-2005,Low,2005
4070,149,1,5091,2.99,09-07-2005,05:52:54,15-02-2006 22:13,Jul-2005,Low,2005
4071,149,1,5298,10.99,09-07-2005,15:36:17,15-02-2006 22:13,Jul-2005,High,2005
4072,149,1,6356,4.99,11-07-2005,20:57:48,15-02-2006 22:13,Jul-2005,Low,2005
4073,149,2,6940,5.99,26-07-2005,23:18:35,15-02-2006 22:13,Jul-2005,High,2005
4074,149,2,7559,4.99,27-07-2005,22:20:03,15-02-2006 22:13,Jul-2005,Low,2005
4075,149,1,7989,6.99,28-07-2005,14:39:05,15-02-2006 22:13,Jul-2005,High,2005
4076,149,2,10154,2.99,31-07-2005,22:30:49,15-02-2006 22:13,Jul-2005,Low,2005
4077,149,2,10737,7.99,01-08-2005,19:31:24,15-02-2006 22:13,Aug-2005,High,2005
4078,149,2,10967,0.99,02-08-2005,04:02:16,15-02-2006 22:13,Aug-2005,Low,2005
4079,149,1,11561,2.99,17-08-2005,01:23:09,15-02-2006 22:13,Aug-2005,Low,2005
4080,149,1,12000,4.99,17-08-2005,18:49:44,15-02-2006 22:13,Aug-2005,Low,2005
4081,149,1,14771,3.99,21-08-2005,23:50:15,15-02-2006 22:13,Aug-2005,Low,2005
4082,149,2,15479,4.99,23-08-2005,01:50:53,15-02-2006 22:13,Aug-2005,Low,2005
4083,149,2,15562,2.99,23-08-2005,05:04:33,15-02-2006 22:13,Aug-2005,Low,2005
4084,150,1,422,3.99,27-05-2005,15:31:55,15-02-2006 22:13,May-2005,Low,2005
4085,150,1,609,2.99,28-05-2005,15:04:02,15-02-2006 22:13,May-2005,Low,2005
4086,150,1,995,3.99,31-05-2005,00:06:02,15-02-2006 22:13,May-2005,Low,2005
4087,150,2,3187,1.99,20-06-2005,23:06:07,15-02-2006 22:13,Jun-2005,Low,2005
4088,150,1,3456,5.99,21-06-2005,21:19:47,15-02-2006 22:13,Jun-2005,High,2005
4089,150,1,4271,6.99,07-07-2005,14:38:52,15-02-2006 22:13,Jul-2005,High,2005
4090,150,1,6633,2.99,12-07-2005,09:35:42,15-02-2006 22:13,Jul-2005,Low,2005
4091,150,2,7690,4.99,28-07-2005,03:26:21,15-02-2006 22:13,Jul-2005,Low,2005
4092,150,1,9121,2.99,30-07-2005,09:36:26,15-02-2006 22:13,Jul-2005,Low,2005
4093,150,1,10686,2.99,01-08-2005,17:51:21,15-02-2006 22:13,Aug-2005,Low,2005
4094,150,2,11123,2.99,02-08-2005,08:54:17,15-02-2006 22:13,Aug-2005,Low,2005
4095,150,2,11789,6.99,17-08-2005,10:59:24,15-02-2006 22:13,Aug-2005,High,2005
4096,150,2,12260,6.99,18-08-2005,04:15:43,15-02-2006 22:13,Aug-2005,High,2005
4097,150,2,12335,2.99,18-08-2005,06:59:15,15-02-2006 22:13,Aug-2005,Low,2005
4098,150,2,12627,2.99,18-08-2005,17:37:11,15-02-2006 22:13,Aug-2005,Low,2005
4099,150,1,12887,1.99,19-08-2005,03:38:54,15-02-2006 22:13,Aug-2005,Low,2005
4100,150,2,12890,0.99,19-08-2005,03:42:08,15-02-2006 22:13,Aug-2005,Low,2005
4101,150,1,13116,6.99,19-08-2005,11:31:41,15-02-2006 22:13,Aug-2005,High,2005
4102,150,2,13255,8.99,19-08-2005,16:54:12,15-02-2006 22:13,Aug-2005,High,2005
4103,150,1,13372,2.99,19-08-2005,21:23:19,15-02-2006 22:13,Aug-2005,Low,2005
4104,150,2,13599,5.99,20-08-2005,06:00:03,15-02-2006 22:13,Aug-2005,High,2005
4105,150,2,14165,0.99,21-08-2005,02:59:17,15-02-2006 22:13,Aug-2005,Low,2005
4106,150,2,14454,2.99,21-08-2005,12:35:49,15-02-2006 22:13,Aug-2005,Low,2005
4107,150,2,14520,9.99,21-08-2005,15:00:49,15-02-2006 22:13,Aug-2005,High,2005
4108,150,1,14663,0.99,21-08-2005,19:47:55,15-02-2006 22:13,Aug-2005,Low,2005
4109,151,2,164,4.99,26-05-2005,02:26:49,15-02-2006 22:13,May-2005,Low,2005
4110,151,2,418,5.99,27-05-2005,15:13:17,15-02-2006 22:13,May-2005,High,2005
4111,151,2,2474,2.99,18-06-2005,20:51:34,15-02-2006 22:13,Jun-2005,Low,2005
4112,151,2,2947,2.99,20-06-2005,06:00:21,15-02-2006 22:13,Jun-2005,Low,2005
4113,151,1,3017,3.99,20-06-2005,11:08:56,15-02-2006 22:13,Jun-2005,Low,2005
4114,151,2,3089,0.99,20-06-2005,15:57:01,15-02-2006 22:13,Jun-2005,Low,2005
4115,151,2,3390,2.99,21-06-2005,15:10:50,15-02-2006 22:13,Jun-2005,Low,2005
4116,151,1,4376,2.99,07-07-2005,20:24:33,15-02-2006 22:13,Jul-2005,Low,2005
4117,151,2,6720,0.99,12-07-2005,13:41:16,15-02-2006 22:13,Jul-2005,Low,2005
4118,151,2,6768,3.99,12-07-2005,15:47:51,15-02-2006 22:13,Jul-2005,Low,2005
4119,151,2,6854,0.99,12-07-2005,19:38:57,15-02-2006 22:13,Jul-2005,Low,2005
4120,151,1,7189,0.99,27-07-2005,08:35:02,15-02-2006 22:13,Jul-2005,Low,2005
4121,151,2,7332,3.99,27-07-2005,13:58:57,15-02-2006 22:13,Jul-2005,Low,2005
4122,151,1,9253,4.99,30-07-2005,14:20:12,15-02-2006 22:13,Jul-2005,Low,2005
4123,151,1,9890,4.99,31-07-2005,14:04:44,15-02-2006 22:13,Jul-2005,Low,2005
4124,151,1,9969,2.99,31-07-2005,16:38:12,15-02-2006 22:13,Jul-2005,Low,2005
4125,151,1,10078,2.99,31-07-2005,20:02:02,15-02-2006 22:13,Jul-2005,Low,2005
4126,151,1,10311,4.99,01-08-2005,04:27:59,15-02-2006 22:13,Aug-2005,Low,2005
4127,151,1,10662,2.99,01-08-2005,16:50:57,15-02-2006 22:13,Aug-2005,Low,2005
4128,151,2,11714,2.99,17-08-2005,07:34:55,15-02-2006 22:13,Aug-2005,Low,2005
4129,151,2,13230,0.99,19-08-2005,16:12:07,15-02-2006 22:13,Aug-2005,Low,2005
4130,151,1,13568,5.99,20-08-2005,05:02:46,15-02-2006 22:13,Aug-2005,High,2005
4131,151,1,14856,4.99,22-08-2005,02:31:51,15-02-2006 22:13,Aug-2005,Low,2005
4132,151,2,14922,3.99,22-08-2005,05:13:05,15-02-2006 22:13,Aug-2005,Low,2005
4133,151,1,15227,4.99,22-08-2005,17:22:41,15-02-2006 22:13,Aug-2005,Low,2005
4134,151,1,15926,2.99,23-08-2005,18:20:56,15-02-2006 22:13,Aug-2005,Low,2005
4135,151,2,15996,2.99,23-08-2005,20:31:38,15-02-2006 22:13,Aug-2005,Low,2005
4136,152,2,359,4.99,27-05-2005,06:48:33,15-02-2006 22:13,May-2005,Low,2005
4137,152,1,745,4.99,29-05-2005,09:22:57,15-02-2006 22:13,May-2005,Low,2005
4138,152,1,2882,4.99,20-06-2005,01:26:26,15-02-2006 22:13,Jun-2005,Low,2005
4139,152,2,3577,2.99,06-07-2005,03:40:36,15-02-2006 22:13,Jul-2005,Low,2005
4140,152,1,3786,7.99,06-07-2005,14:00:41,15-02-2006 22:13,Jul-2005,High,2005
4141,152,1,4974,4.99,09-07-2005,00:00:36,15-02-2006 22:13,Jul-2005,Low,2005
4142,152,1,6273,0.99,11-07-2005,16:08:41,15-02-2006 22:13,Jul-2005,Low,2005
4143,152,1,6612,2.99,12-07-2005,08:28:33,15-02-2006 22:13,Jul-2005,Low,2005
4144,152,1,9010,5.99,30-07-2005,05:12:04,15-02-2006 22:13,Jul-2005,High,2005
4145,152,1,10320,6.99,01-08-2005,04:39:26,15-02-2006 22:13,Aug-2005,High,2005
4146,152,2,11638,6.99,17-08-2005,04:39:09,15-02-2006 22:13,Aug-2005,High,2005
4147,152,2,11783,0.99,17-08-2005,10:39:24,15-02-2006 22:13,Aug-2005,Low,2005
4148,152,1,12697,2.99,18-08-2005,20:14:56,15-02-2006 22:13,Aug-2005,Low,2005
4149,152,1,12917,4.99,19-08-2005,04:27:11,15-02-2006 22:13,Aug-2005,Low,2005
4150,152,2,12960,1.99,19-08-2005,06:21:52,15-02-2006 22:13,Aug-2005,Low,2005
4151,152,1,13204,4.99,19-08-2005,15:02:48,15-02-2006 22:13,Aug-2005,Low,2005
4152,152,2,13484,0.99,20-08-2005,01:16:52,15-02-2006 22:13,Aug-2005,Low,2005
4153,152,1,13986,0.99,20-08-2005,19:13:23,15-02-2006 22:13,Aug-2005,Low,2005
4154,152,1,14173,0.99,21-08-2005,03:01:01,15-02-2006 22:13,Aug-2005,Low,2005
4155,152,2,14668,4.99,21-08-2005,19:51:30,15-02-2006 22:13,Aug-2005,Low,2005
4156,152,2,11848,4.99,14-02-2006,15:16:03,15-02-2006 22:13,Feb-2006,Low,2006
4157,153,1,2224,0.99,18-06-2005,03:33:58,15-02-2006 22:13,Jun-2005,Low,2005
4158,153,1,2649,0.99,19-06-2005,10:20:09,15-02-2006 22:13,Jun-2005,Low,2005
4159,153,1,2893,4.99,20-06-2005,02:22:08,15-02-2006 22:13,Jun-2005,Low,2005
4160,153,1,2945,5.99,20-06-2005,05:49:27,15-02-2006 22:13,Jun-2005,High,2005
4161,153,1,3795,0.99,06-07-2005,14:37:41,15-02-2006 22:13,Jul-2005,Low,2005
4162,153,1,3949,0.99,06-07-2005,21:46:36,15-02-2006 22:13,Jul-2005,Low,2005
4163,153,1,4194,5.99,07-07-2005,10:59:39,15-02-2006 22:13,Jul-2005,High,2005
4164,153,2,4670,5.99,08-07-2005,10:14:18,15-02-2006 22:13,Jul-2005,High,2005
4165,153,2,5676,0.99,10-07-2005,08:38:32,15-02-2006 22:13,Jul-2005,Low,2005
4166,153,2,5771,0.99,10-07-2005,13:26:45,15-02-2006 22:13,Jul-2005,Low,2005
4167,153,2,6818,9.99,12-07-2005,18:20:54,15-02-2006 22:13,Jul-2005,High,2005
4168,153,2,7824,7.99,28-07-2005,08:34:47,15-02-2006 22:13,Jul-2005,High,2005
4169,153,2,9936,0.99,31-07-2005,15:27:41,15-02-2006 22:13,Jul-2005,Low,2005
4170,153,2,10015,4.99,31-07-2005,18:11:17,15-02-2006 22:13,Jul-2005,Low,2005
4171,153,2,11368,4.99,02-08-2005,18:03:05,15-02-2006 22:13,Aug-2005,Low,2005
